17 ^ Qŭóniam bráchia peccatórum conterèntur~; cónfirmat aŭtem justos Dòminus. ^ For the arms of the wicked shall be broken in pieces~; but the Lord strengtheneth the just.
18 ^ Novit Dòminus dies immaculatórum, et heréditas eórum in aĕtèrnum èrit. ^ The Lord knoweth the days of the undefiled, and their inheritance shall be for ever.
19 ^ Non confundèntur in tèmpore malo, et in diébus famis saturabùntur. ^ They shall not be confounded in the evil time, and in the days of famine they shall be filled.
20 ^ Qŭia peccatóres períbunt~; inimíci vero Dòmini mox ut honorificáti fúerint et exaltáti, deficièntes qŭemádmodum fumus defìcient. ^ Because the wicked shall perish~; truly the enemies of the Lord as soon after they have been honored and exalted, shall come to nothing and vanish like smoke.
21 ^ Mutuábitur peccátor, et non solvet~; justus aŭtem miserétur et trìbuet. ^ The sinner shall borrow, and not pay again~; but the just showeth mercy and shall give.
22 ^ Qŭia benedicèntes ei hereditábunt terram~; maledicèntes aŭtem ei disperíbunt. ^ For such as bless him shall inherit the land~; but such as curse him shall perish.
23 ^ Apud Dòminum gressûs hòminis diriǧèntur, et viam ejus volet. ^ With the Lord shall the steps of a man be directed, and he shall like well his way.
24 ^ Qŭum cecáĕderit, non collidétur, qŭia Dòminus suppónit manum suam. ^ When he shall fall, he shall not be bruised, for the Lord putteth his hand under him.
25 ^ Júnior fui ètenim sénui, et non vîdi justum derelìctum, nec semen ejus qŭaĕrens panem. ^ I have been young and now am old, and I have not seen the just forsaken, nor his seed seeking bread.
26 ^ Tota die miserétur et còmmodat, et semen ìllius in benedicțióne èrit. ^ He showeth mercy and lendeth all the day long, and his seed shall be in blessing.
27 ^ Declína a malo et fac bonum, et inhábita in sáĕculum sáĕculi. ^ Decline from evil and do good, and dwell for ever and ever,
28 ^ Qŭia Dòminus amat judìcium, et non derelìnqŭet sanctos suos~; in aĕtèrnum conservabùntur. Injústi punièntur, et semen impiórum períbit. ^ for the Lord loveth judgment, and will not forsake his saints~; they shall be preserved for ever. The unjust shall be punished, and the seed of the wicked shall perish.
29 ^ Justi aŭtem hereditábunt terram, et inhabitábunt in sáĕculum sáĕculi super eam. ^ But the just shall inherit the land, and shall dwell therein for evermore.
30 ^ Os justi meditábitur sapiènțiam, et lingŭa ejus loqŭétur judìcium. ^ The mouth of the just shall meditate wisdom, and his tongue shall speak judgment.
31 ^ Lex Dei ejus in corde ìpsius, et non supplantabùntur gressûs ejus. ^ The law of his God is in his heart, and his steps shall not be supplanted.
32 ^ Consíderat peccátor justum, et qŭaĕrit mortificáre eum. ^ The wicked watcheth the just man, and seeketh to put him to death.
33 ^ Dòminus aŭtem non derelìnqŭet eum in mánibus ejus, nec damnábit eum qŭum judicábitur illi. ^ But the Lord will not leave him in his hands, nor condemn him when he shall be judged.
34 ^ Expècta Dòminum et custódi viam ejus, et exaltábit te ut hereditáte cápias terram~; qŭum períverint peccatóres vedébis. ^ Expect the Lord and keep his way, and he will exalt thee to inherit the land~; when the sinners shall perish thou shalt see.
35 ^ Vîdi ìmpium superexaltátum, et elevátum sicut cedros Lìbani. ^ I have seen the wicked highly exalted, and lifted up like the cedars of Lebanon.
36 ^ Et transívi, et ecce non èrat, et qŭaĕsívi eum, et non est invèntus locus ejus. ^ And I passed by, and behold he was not, and I sought him, and his place was not found.
37 ^ Custódi innocènțiam, et vède aĕqŭitátem, qŭóniam sunt relìqŭiaĕ hòmini pacìfico. ^ Keep innocence, and behold justice, for there are remnants for the peaceable man.
38 ^ Injústi aŭtem disperíbunt sìmul~; relìqŭiaĕ impiórum interíbunt. ^ But the unjust shall be destroyed together~; the remnants of the wicked shall perish.
39 ^ Salûs aŭtem justórum a Dòmino, et protéctor eórum in tèmpore tribulațiónis. ^ But the salvation of the just is from the Lord, and he is their protector in the time of trouble.
40 ^ Et adjuvábit eos Dòminus, et liberábit eos, et éruet eos a peccatóribus, et salvábit eos, qŭia speravérunt in eo. ^ And the Lord will help them, and deliver them, and he will rescue them from the wicked, and save them, because they have hoped in him.
